Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B3600,2022,Agglomération de Châteauroux,,,,,Ensemble 3P,57,64,74,83,91,73,390,425,500,590,655,516,70,468,1583,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,1. Moins de 1 an,,59,67,79,88,105,76,330,395,500,677,734,526,70,524,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,1. Moins de 1 an,Ensemble 4P+,56,59,69,78,84,69,470,565,690,730,800,664,96,129,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,1. Moins de 1 an,Ensemble 1P,79,93,114,126,148,109,270,300,330,350,415,332,30,79,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,1. Moins de 1 an,Ensemble 2P,72,80,87,95,110,87,320,350,390,442,495,399,46,172,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,1. Moins de 1 an,Ensemble 3P,59,65,75,83,91,74,390,425,500,605,680,529,71,144,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,2. 1 an et plus,,55,64,75,84,95,72,347,401,516,650,715,529,73,1162,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,2. 1 an et plus,Ensemble 4P+,52,60,70,77,83,68,482,570,661,700,787,646,95,367,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,2. 1 an et plus,Ensemble 1P,75,86,100,116,135,98,259,290,310,350,379,316,32,123,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,2. 1 an et plus,Ensemble 2P,64,74,83,93,106,82,305,350,383,429,481,390,47,348,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,,2. 1 an et plus,Ensemble 3P,56,64,73,83,92,73,397,426,497,585,640,509,70,324,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,,,58,64,78,91,107,74,330,400,500,600,683,507,69,504,1011,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,,Ensemble 4P+,53,57,64,72,78,64,530,565,640,685,750,643,100,116,377,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,,Ensemble 1P,88,104,113,125,158,113,270,294,315,335,398,321,28,53,62,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,,Ensemble 2P,73,83,90,103,118,90,300,350,390,460,500,401,45,165,253,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,,Ensemble 3P,59,63,76,85,91,74,400,460,505,566,630,513,69,170,318,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,,59,68,83,97,117,78,330,388,500,565,675,497,63,156,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,31,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Maison 4P+,,,,,,,,,,,,,,25,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Appart 1P,,,,,,,,,,,,,,24,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Appart 2P,,,,,,,,,,,,,,41,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Appart 3P,,,,,,,,,,,,,,30,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,1. Moins de 1 an,Appart 4P+,,,,,,,,,,,,,,5,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,,57,63,76,89,103,72,330,412,507,605,685,510,71,348,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Maison 1-3P,60,69,79,90,93,76,404,470,510,550,630,514,67,85,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Maison 4P+,53,57,65,72,77,64,530,570,650,685,750,640,100,74,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Appart 1P,,,,,,,,,,,,,,27,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Appart 2P,71,83,89,103,111,90,289,335,370,430,460,380,42,98,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Appart 3P,59,62,68,79,91,70,400,429,466,500,590,479,68,52,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,1. Avant 1946,2. 1 an et plus,Appart 4P+,,,,,,,,,,,,,,12,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,,,55,62,72,83,94,71,330,378,435,570,670,475,67,476,1682,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,,Ensemble 4P+,51,58,64,76,83,65,420,490,600,680,750,594,91,128,675,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,,Ensemble 1P,71,79,89,106,119,92,248,285,320,340,367,312,34,58,127,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,,Ensemble 2P,67,73,82,94,105,83,300,340,355,400,450,372,45,133,355,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,,Ensemble 3P,55,62,71,79,90,71,380,400,435,520,600,459,64,157,525,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,,58,62,71,83,100,71,330,380,425,550,700,478,67,139,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,13,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Maison 4P+,,,,,,,,,,,,,,13,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Appart 1P,,,,,,,,,,,,,,19,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Appart 2P,,,,,,,,,,,,,,33,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Appart 3P,,,,,,,,,,,,,,39,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,1. Moins de 1 an,Appart 4P+,,,,,,,,,,,,,,22,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,,54,63,73,83,94,71,335,378,435,585,660,474,67,337,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Maison 1-3P,,,,,,,,,,,,,,30,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Maison 4P+,51,61,70,79,86,68,551,595,630,691,750,652,96,61,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Appart 1P,,,,,,,,,,,,,,37,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Appart 2P,62,72,80,92,105,80,286,335,350,381,440,361,45,94,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Appart 3P,54,62,69,74,80,67,359,390,407,458,510,422,63,83,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,2. Entre 1946-1970,2. 1 an et plus,Appart 4P+,,,,,,,,,,,,,,32,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,,,55,62,74,83,99,71,325,400,481,627,723,508,72,301,1558,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,,Ensemble 4P+,51,56,66,77,83,65,460,520,600,700,750,620,95,74,606,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,,Ensemble 1P,76,81,100,117,140,98,260,290,310,354,400,321,33,67,127,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,,Ensemble 2P,60,68,79,85,113,79,320,349,397,440,481,398,51,93,398,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,,Ensemble 3P,54,64,70,79,83,71,420,455,500,650,715,552,78,67,426,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,,61,67,79,85,104,76,320,400,500,695,750,537,71,101,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,7,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Maison 4P+,,,,,,,,,,,,,,16,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Appart 1P,,,,,,,,,,,,,,22,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Appart 2P,,,,,,,,,,,,,,34,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Appart 3P,,,,,,,,,,,,,,14,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,1. Moins de 1 an,Appart 4P+,,,,,,,,,,,,,,8,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,,51,59,69,79,94,68,325,401,466,565,675,489,72,200,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Maison 1-3P,,,,,,,,,,,,,,15,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Maison 4P+,,,,,,,,,,,,,,30,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Appart 1P,,,,,,,,,,,,,,45,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Appart 2P,59,63,75,79,85,71,321,350,390,420,440,386,54,55,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Appart 3P,,,,,,,,,,,,,,35,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,3. Entre 1971-1990,2. 1 an et plus,Appart 4P+,,,,,,,,,,,,,,20,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,4. Entre 1991-2005,,,63,71,78,88,98,77,370,462,670,693,735,597,78,264,934,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,4. Entre 1991-2005,,Ensemble 4P+,59,69,76,78,83,73,615,674,690,708,786,689,94,128,449,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,4. Entre 1991-2005,,Ensemble 1P,,,,,,,,,,,,,,21,,Estimation directe
B3600,2022,Agglomération de Châteauroux,,,4. Entre 1991-2005,,Ensemble 2P,77,86,88,95,104,89,365,370,380,410,430,392,44,69,230,Estimation directe
